text	intent
add i roy to my  this is Rosana playlist	AddToPlaylist
Add Transmission to my  found them first	AddToPlaylist
The Songs to Sing in the Car playlist needs k j yesudas discography in it.	AddToPlaylist
add slave to the rhythm to the playlist Massive Soca Hits	AddToPlaylist
add Intelligence and Sacrifice to Skatepark Punks	AddToPlaylist
For my playlist it's ok to like jazz add this tune	AddToPlaylist
Add Chamberlain Waits to my  picnic in the park	AddToPlaylist
Can you please put this track onto my  TODO NOVEDADES playlist?	AddToPlaylist
add Totally Stress Free by bobby lord to my playlist	AddToPlaylist
Add shame on you to my  masters of metal playlist	AddToPlaylist
Add Cake to Bake to lo que suena new york	AddToPlaylist
add this song to the Novedades Pop playlist	AddToPlaylist
Add something by Arnett Cobb to my  La Mejor MÃºsica para tus Fiestas playlist	AddToPlaylist
add young maylay to Club Hits	AddToPlaylist
Put this artist on my  Folk for Kids playlist	AddToPlaylist
put this track on my  infinite indie folk playlist	AddToPlaylist
Add this track to Duetos	AddToPlaylist
Add the album to rosanna's  ejercicio playlist.	AddToPlaylist
I want to add another album to the wine & dine playlist.	AddToPlaylist
add artist to Novedades Pop	AddToPlaylist
add Please, Please, Please, Let Me Get What I Want to my  crate diggers anonymous	AddToPlaylist
Go to cali fire and add refrain to my playlist	AddToPlaylist
Add Bashful Brother Oswald to Love Moments	AddToPlaylist
add a tune in women of classical	AddToPlaylist
add pangaea to my  Gold Edition playlist	AddToPlaylist
add this track to anne's playlist named Just Smile	AddToPlaylist
I'd like a new england added to Classical Moments in Movies .	AddToPlaylist
add this artist to the This Is Dirty Projectors playlist	AddToPlaylist
I want to add Robin Hood and Queen Katherine to my playlist entitled Genuine R&B	AddToPlaylist
ad i should have known better to this is bb king	AddToPlaylist
Add i dreamt of a dragon to my  Futuros Hits playlist.	AddToPlaylist
add Hello Central, Give Me Heaven to Indie Pop	AddToPlaylist
Add twin peaks fire walk with me to the night out playlist	AddToPlaylist
Add another artist to my  soul bpm playlist	AddToPlaylist
Add El Noi de la Mare to The New Waltz playlist	AddToPlaylist
add Matthew Helders  artist in Showstopper Being Mary Jane	AddToPlaylist
Add Leah Kauffman to my  uncharted 4 nathan drake playlist	AddToPlaylist
Add house of pain to my  90s Indie playlist	AddToPlaylist
Add Sweet Black Angel to my  Diarios de Bicicleta playlist	AddToPlaylist
add tune to my playlist ironing	AddToPlaylist
Add out of the air to my  a mis niÃ±os de 30 playlist	AddToPlaylist
Add this artist to sleep tight	AddToPlaylist
Can you add something by Snow onto my  Zen Focus playlist	AddToPlaylist
Add Justin McRoberts to this is chopin	AddToPlaylist
Can I put johnny burke onto my  lo que suena los angeles playlist?	AddToPlaylist
Add the 3rd world to my  focus now	AddToPlaylist
add eric moo to women of jazz	AddToPlaylist
Add a track to Fusion Fest	AddToPlaylist
add this extended play to Women's Lit playlist	AddToPlaylist
please add this album to the playlist titled Hip Hop 2017 New School	AddToPlaylist
add a track in Nike Running Tempo Mix	AddToPlaylist
put this song by rayvon on my  all out 80s playlist	AddToPlaylist
Add album to my  grandes unplugged	AddToPlaylist
Can you put a song by Rick Astley on my  hot 50 playlist	AddToPlaylist
put Ron Grainer on my  disco fever playlist	AddToPlaylist
Add afdlin shauki to La Mejor MÃºsica Dance 2017	AddToPlaylist
Add song to my  underground hits	AddToPlaylist
Add Roots of the Outsiders to Blues Roots	AddToPlaylist
put Bring Me Down onto my  tokyo rising playlist	AddToPlaylist
Add Kevin Ridel to instrumental madness	AddToPlaylist
On lea's  saturday night playlist add the name D Generation	AddToPlaylist
Add artist  Leonard Cohen to my  indie brazuca	AddToPlaylist
Add a norma jean  tune to the Soul Revived playlist.	AddToPlaylist
add this song to wedding classics playlist	AddToPlaylist
Add this song to my  roadrunner rec new releases list.	AddToPlaylist
Can you add something from Method Man to my  this is mozart playlist	AddToPlaylist
put Pause on my  DÃ­as de FrÃ­o playlist	AddToPlaylist
add the current artist to my  top 100 pop tracks on spotify playlist	AddToPlaylist
Add jack scott to my  fantasÃ­a playlist	AddToPlaylist
please put Book of Love on my  NTC High Intensity Training Tracks playlist	AddToPlaylist
Add a billy strayhorn  song to my  the selektor playlist	AddToPlaylist
add tune to my  relax & unwind playlist	AddToPlaylist
Add Stephanie Biddle to my  Digster Reggae playlist	AddToPlaylist
add song by ian mcdonald to an instrumental sunday 	AddToPlaylist
put this track on soul bpm  my playlist	AddToPlaylist
Add another MC chris  track to my  Blues Roots playlist.	AddToPlaylist
add people take pictures of each other to Rhythm and Blues playlist	AddToPlaylist
add the song  don't drink the water to my playlist	AddToPlaylist
add git to Domingo Indie	AddToPlaylist
Add kaya newest track to my  I Love My '00's R&B playlist	AddToPlaylist
find lesley's  epic classical playlist and add this tune	AddToPlaylist
Please add the song by Sunil Santha to my  Pre-Party R&B Jams list	AddToPlaylist
add this is AndrÃ©s Calamaro by Milk 	AddToPlaylist
Add Come on Feel the Lemonheads to my  salsa classics playlist.	AddToPlaylist
this track should go into my playlist called This Is Beethoven	AddToPlaylist
Add live around the world to crossroad blues	AddToPlaylist
put a xiang xiang  track onto women of the blues	AddToPlaylist
Can you add a tune by natalie macmaster to my  viajes playlist	AddToPlaylist
add kansas city, missouri to Stress Relief	AddToPlaylist
add farruko presenta los menores to my  amor amor playlist	AddToPlaylist
Add Jarvis Cocker to my  Chillin' on a Dirt Road playlist	AddToPlaylist
Add artist to ina's  2010s smash hits	AddToPlaylist
Add another song to the acoustic soul playlist	AddToPlaylist
put donnie g don gorilla on my  classical romance playlist	AddToPlaylist
I'd like for you to put this artist to my  Evening Commute playlist.	AddToPlaylist
Add don sebesky  song to The Refugee Playlist	AddToPlaylist
Add tune to Reggae Infusions	AddToPlaylist
my  indietronic playlist needs until the end of time added	AddToPlaylist
add the current tune to my  Rock Gaming playlist	AddToPlaylist
add LISA to my playlist Street Dance	AddToPlaylist
add album to mellow bars	AddToPlaylist
Add an album to my list clÃ¡sicos de fogata	AddToPlaylist
The feel good indie rock playlist needs another song 	AddToPlaylist
Add Barry McGuire to my playlist called have a laugh .	AddToPlaylist
add tune  Papa Bue to Ã©xitos espaÃ±a playlist	AddToPlaylist
add the track by apostolos nikolaidis to the This Is Luis Fonsi playlist	AddToPlaylist
Can you add don moye to my  Pop playlist?	AddToPlaylist
please put this artist into my  Lo mejor de Radio 3 playlist	AddToPlaylist
I want to put Land of the Dead into my  Big Daddy's Booze & Blues playlist.	AddToPlaylist
add zombieland to NoctÃ¡mbulo playlist	AddToPlaylist
Add Warm and Beautiful to the ironing playlist.	AddToPlaylist
Add this track to my  lo que suena new york playlist	AddToPlaylist
put track on my  synth pop list	AddToPlaylist
add kasey chambers to my  political punks playlist	AddToPlaylist
Add a track to the El Mejor Pop en EspaÃ±ol playlist.	AddToPlaylist
please put this track onto letha's  signed xoxo playlist	AddToPlaylist
Add this album to my  US Latin Top 50 palylist	AddToPlaylist
Add shake your rump to my  concentraciÃ³n indie rock playlist	AddToPlaylist
add arthur lee to my  jazz vibes playlist	AddToPlaylist
Add Priscilla to my playlist Classical Dance Music Ballet & Beyond	AddToPlaylist
add Ghost on the Dance Floor to my  Autumn Lounge playlist	AddToPlaylist
Add jonny buckland to my playlist weekly buzz	AddToPlaylist
Include stefanie in Pre-Party R&B Jams	AddToPlaylist
I want my  Reggae Infusions playlist to have Plaid Retina on it.	AddToPlaylist
Add artist to playlist Classic Punk	AddToPlaylist
Add this album to holly's  bandas sonoras playlist	AddToPlaylist
The Hot House playlist needs another album	AddToPlaylist
add song by emmy rossum to Hit Rewind	AddToPlaylist
Add this tune to the Spinnin' Records Top 100 list	AddToPlaylist
add this track to the playlist hits of the 70s	AddToPlaylist
add album to my  Deathcore playlist	AddToPlaylist
Put Targeted in my  Clapton Chronicles The Best of Eric Clapton playlist.	AddToPlaylist
add this song to my  Classical Dance Music Ballet & Beyond list	AddToPlaylist
Add another song to daphne's  retrowave outrun playlist.	AddToPlaylist
Add When You Come Back to the jazz for loving couples playlist.	AddToPlaylist
Add a track to summer of love	AddToPlaylist
put frank farian on my  Deep Dark Indie Folk playlist	AddToPlaylist
add josefina pla to isabelle's  Guest List GamesRadar playlist	AddToPlaylist
add Iâm Only a Man to my  flow espaÃ±ol	AddToPlaylist
Add an album by Jenifer to my  travelling playlist	AddToPlaylist
add Heat of the Night to my  Novedades Viernes SudamÃ©rica playlist	AddToPlaylist
add artist to my  Phunkadelic playlist	AddToPlaylist
Play Elizeth Cardoso to my  Nothing But A Party R&B playlist	AddToPlaylist
put this song in my  funk playlist, please	AddToPlaylist
add Aprite le finestre to my  This Is Earth, Wind & Fire playlist	AddToPlaylist
Put the joy division the complete bbc recordings on 40 hits	AddToPlaylist
Please put maimi yajima 's song onto OperaciÃ³n Bikini .	AddToPlaylist
Can you add a eviatar banai  album to my  tgif playlist	AddToPlaylist
add the ragged curtain onto the playlist called party through the decades	AddToPlaylist
Add Joey Fatone to my  Spotlight on Country 2016 playlist	AddToPlaylist
Add the tune to bandas sonoras	AddToPlaylist
Add First Issue to my  your favorite slaughterhouse playlist	AddToPlaylist
Add natasha to my  All Things Post playlist	AddToPlaylist
Add another album to my  this is pavarotti playlist.	AddToPlaylist
add erik santos in my playlist Metal Xplorer	AddToPlaylist
add artist to my  Trance Life group	AddToPlaylist
Add the name as with gladness men of old to my  ultimate 90s playlist	AddToPlaylist
Add what child is this to Dark Dance Floors	AddToPlaylist
Put jiro in my  clÃ¡sicos del hip hop espaÃ±ol playlist.	AddToPlaylist
add this tune to my  fresh finds hiptronix playlist	AddToPlaylist
add already over, pt 2 to Hip Hop 2017 New School	AddToPlaylist
add song by charlie hunter to Rumba y mÃ¡s	AddToPlaylist
I need another artist in the romÃ¡ntica playlist.	AddToPlaylist
add Jacob Hoggard to my  get going playlist	AddToPlaylist
Put Jazzy B on Lazy Chill Afternoon playlist	AddToPlaylist
The dubstep dangles dirty playlist needs Digital at Montreux in it	AddToPlaylist
Add a tune to clÃ¡sicos del hip hop espaÃ±ol	AddToPlaylist
add dark days in paradise to my  gym playlist	AddToPlaylist
Put this album on my  wine & dine playlist	AddToPlaylist
add tune to NUSIC	AddToPlaylist
add iemand als jij to my playlist named In The Name Of Blues	AddToPlaylist
add this album by richard hell to arlene's playlist named miami 2017 guest list	AddToPlaylist
add this track to my  Comedy New Releases	AddToPlaylist
Can 50 minute technicolor dream be added to meredith's  Cierra La Puerta playlist?	AddToPlaylist
add this artist to my  Jazz playlist	AddToPlaylist
Add New Wave Blues to my  Push Button Funk playlist	AddToPlaylist
Put Mike McCready in the kitchen swagger playlist.	AddToPlaylist
Add a song from Randy Rhoads to my  50 ClÃ¡sicos playlist	AddToPlaylist
add i pledge allegiance to the grind to my  SinfonÃ­a Hipster playlist	AddToPlaylist
Add Ultimatum to my  crash course playlist	AddToPlaylist
Add another track to my  Women of Latin Music playlist	AddToPlaylist
Add an andy hurley  album to my  transatlantic lullaby list	AddToPlaylist
add this artist to my playlist named funtime	AddToPlaylist
Add this song to my list called The Birth of Cool	AddToPlaylist
Add this Nozomi Tsuji  tune to my  Hot House playlist	AddToPlaylist
add alexandra govere to my  anochecer urbano playlist	AddToPlaylist
Add a track to my  hands up playlist.	AddToPlaylist
Add Metal Gear Solid 2 Sons of Liberty Soundtrack 2 The Other Side to edna st vincent millay	AddToPlaylist
Add another album to my  keep calm playlist.	AddToPlaylist
Include Brandon Paris in The MetalSucks Playlist	AddToPlaylist
Add artist to showstopper being mary jane	AddToPlaylist
add apathy to my  electro sur playlist	AddToPlaylist
Add ChÃ©r to the Still Got the Blues playlist	AddToPlaylist
Add this track to my  Rock Hard playlist	AddToPlaylist
Can you put tire me onto my  new music friday latin playlist?	AddToPlaylist
Add a gackt camui  track to the White Noise playlist.	AddToPlaylist
I want to add un jour dans notre vie to my list running to rock 170 to 190 bpm	AddToPlaylist
Put Al Jarreau on the ConcentraciÃ³n playlist	AddToPlaylist
Add song to my  pure rock & roll	AddToPlaylist
add track to Punk Essentials	AddToPlaylist
add the man who never lied to my current comedy top tracks	AddToPlaylist
Can you add some morton feldman piano and string quartet to my  global funk playlist	AddToPlaylist
Add Perfect Sense, Part I to my  women of classical list	AddToPlaylist
add song to marta's  endorphin rush playlist	AddToPlaylist
Add to my  Rumba y mÃ¡s playlist the song by haley scarnato	AddToPlaylist
Add louis nelson delisle to the pulse of americana	AddToPlaylist
Add janie jones to my  Indie Pop	AddToPlaylist
Play Rock This playlist with Badonviller Marsch	AddToPlaylist
ad this track by Isobel Campbell to my  Folk for Kids list	AddToPlaylist
Add this tune to my  post metal playlist	AddToPlaylist
Add garry shider  album to my  classical essentials	AddToPlaylist
Add shi xin hui to my  piano chill playlist.	AddToPlaylist
add Fabri Fibra to The Birth of Cool	AddToPlaylist
add Gary Lachman  track to jazz for loving couples playlist	AddToPlaylist
I want another artist on my  atmospheric black metal playlist	AddToPlaylist
add this track to Punk Rock Workout	AddToPlaylist
Add beijing huanying ni to my  workday lounge playlist	AddToPlaylist
add dj clay to my  canciones del recuerdo	AddToPlaylist
I want to add Kiara to my  Digster Future Hits playlist	AddToPlaylist
Add the tune by Cassie Ventura to my  genre bender playlist	AddToPlaylist
Put hampartsoum limondjian in running to rock 170 to 190 bpm	AddToPlaylist
Put King of America onto the playlist with the title a sudden rainstorm	AddToPlaylist
add back porch spirituals to my  Hit Remix playlist	AddToPlaylist
add Tinker, Tailor to my playlist titled this is trey songz	AddToPlaylist
Put sleeping with ghosts into my  90s Indie playlist.	AddToPlaylist
